URL,Version,Status,OIDs,Name,Title,Description,Used
http://dicom.nema.org/resources/ontology/DCM,01,active,"1.2.840.10008.2.16.4",DICOM Controlled Terminology Definitions,,"DICOM Code Definitions (Coding Scheme Designator ""DCM"" Coding Scheme Version ""01"")","ValueSet/participation-role-type,ValueSet/dicm-405-mediatype,ValueSet/audit-event-sub-type,ValueSet/audit-event-type,ValueSet/security-role-type"
http://hl7.org/fhir/address-type,4.0.1,active,"2.16.840.1.113883.4.642.4.70",AddressType,AddressType,"The type of an address (physical / postal).","ValueSet/address-type"
http://hl7.org/fhir/address-use,4.0.1,active,"2.16.840.1.113883.4.642.4.68",AddressUse,AddressUse,"The use of an address.","ValueSet/address-use"
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender"
http://hl7.org/fhir/audit-event-action,4.0.1,draft,"2.16.840.1.113883.4.642.4.453",AuditEventAction,AuditEventAction,"Indicator for type of action performed during the event that generated the event.","ValueSet/audit-event-action"
http://hl7.org/fhir/audit-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.4.455",AuditEventOutcome,AuditEventOutcome,"Indicates whether the event succeeded or failed.","ValueSet/audit-event-outcome"
http://hl7.org/fhir/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.4.621",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","ValueSet/bundle-type"
http://hl7.org/fhir/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.147",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","ValueSet/care-plan-activity-status"
http://hl7.org/fhir/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.4.72",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","ValueSet/contact-point-system"
http://hl7.org/fhir/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.4.74",ContactPointUse,ContactPointUse,"Use of contact point.","ValueSet/contact-point-use"
http://hl7.org/fhir/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.4.513",DaysOfWeek,DaysOfWeek,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/diagnostic-report-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.236",DiagnosticReportStatus,DiagnosticReportStatus,"The status of the diagnostic report.","ValueSet/diagnostic-report-status"
http://hl7.org/fhir/encounter-location-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.263",EncounterLocationStatus,EncounterLocationStatus,"The status of the location.","ValueSet/encounter-location-status"
http://hl7.org/fhir/encounter-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.247",EncounterStatus,EncounterStatus,"Current state of the encounter.","ValueSet/encounter-status"
http://hl7.org/fhir/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.4.625",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","ValueSet/http-verb"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/link-type,4.0.1,active,"2.16.840.1.113883.4.642.4.424",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","ValueSet/link-type"
http://hl7.org/fhir/name-use,4.0.1,active,"2.16.840.1.113883.4.642.4.66",NameUse,NameUse,"The use of a human name.","ValueSet/name-use"
http://hl7.org/fhir/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.457",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","ValueSet/network-type"
http://hl7.org/fhir/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.4.401",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/provenance-entity-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.437",ProvenanceEntityRole,ProvenanceEntityRole,"How an entity was used in an activity.","ValueSet/provenance-entity-role"
http://hl7.org/fhir/questionnaire-answers-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.448",QuestionnaireResponseStatus,QuestionnaireResponseStatus,"Lifecycle status of the questionnaire response.","ValueSet/questionnaire-answers-status"
http://hl7.org/fhir/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/request-intent,ValueSet/care-plan-intent"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/BRCaraterAtendimentoMIRA"
http://hl7.org/fhir/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/audit-entity-type,ValueSet/resource-types,ValueSet/care-plan-activity-kind"
http://hl7.org/fhir/restful-interaction,4.0.1,active,,FHIR Restful Interactions,,"The set of interactions defined by the RESTful part of the FHIR specification.","ValueSet/audit-event-sub-type"
http://hl7.org/fhir/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.623",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","ValueSet/search-entry-mode"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/agrosus-exames-laboratoriais,ValueSet/observation-codes,ValueSet/agrosus-resultados-laboratoriais"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/condition-stage,ValueSet/clinical-findings,ValueSet/referencerange-appliesto,ValueSet/participant-role,ValueSet/procedure-reason,ValueSet/care-plan-activity-outcome,ValueSet/condition-stage-type,ValueSet/medication-codes,ValueSet/observation-methods,ValueSet/body-site,ValueSet/questionnaire-answers,ValueSet/manifestation-or-symptom,ValueSet/servicerequest-orderdetail,ValueSet/medication-as-needed-reason,ValueSet/condition-severity"
http://terminology.hl7.org/CodeSystem/audit-entity-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1134",AuditEventEntityType,Audit event entity type,"Code for the entity type involved in the audit event.","ValueSet/audit-entity-type"
http://terminology.hl7.org/CodeSystem/audit-event-type,1.0.0,active,"2.16.840.1.113883.4.642.1.1136",AuditEventID,Audit Event ID,"Event Types for Audit Events - defined by DICOM with some FHIR specific additions.","ValueSet/audit-event-type"
http://terminology.hl7.org/CodeSystem/condition-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/condition-clinical,3.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/contactentity-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1129",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","ValueSet/contactentity-type"
http://terminology.hl7.org/CodeSystem/contractsignertypecodes,1.0.1,active,"2.16.840.1.113883.4.642.1.1201",ContractSignerTypeCodes,Contract Signer Type Codes,"This value set includes sample Contract Signer Type codes.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/diagnosis-role,1.1.1,active,"2.16.840.1.113883.4.642.1.1054",DiagnosisRole,Diagnosis Role,"This value set defines a set of codes that can be used to express the role of a diagnosis on the Encounter or EpisodeOfCare record.","ValueSet/diagnosis-role"
http://terminology.hl7.org/CodeSystem/dicom-audit-lifecycle,2.0.0,active,,DicomAuditMessageRecordLifecycleEvents,DICOM Audit Message Record Lifecycle Events,"Attached is vocabulary for the record lifecycle events, as per DICOM Audit Message, ","ValueSet/object-lifecycle-events"
http://terminology.hl7.org/CodeSystem/diet,1.0.1,active,"2.16.840.1.113883.4.642.1.1091",Diet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","ValueSet/encounter-diet"
http://terminology.hl7.org/CodeSystem/encounter-special-arrangements,1.0.1,active,"2.16.840.1.113883.4.642.1.1090",SpecialArrangements,Special arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","ValueSet/encounter-special-arrangements"
http://terminology.hl7.org/CodeSystem/extra-security-role-type,1.0.1,active,,SecurityRoleType,Security Role Type,"This CodeSystem contains Additional FHIR-defined Security Role types not defined elsewhere","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/iso-21089-lifecycle,1.0.0,active,,Iso_21089_2017_Health_Record_Lifecycle_Events,ISO 21089 2017 Health Record Lifecycle Events,"Attached is vocabulary for the 27 record lifecycle events, as per ISO TS 21089-2017, Health Informatics - Trusted End-to-End Information Flows, Section 3, Terms and Definitions (2017, at ISO Central Secretariat, passed ballot and ready for publication).  This will also be included in the FHIR EHR Record Lifecycle Event Implementation Guide, balloted and (to be) published with FHIR STU-3.","ValueSet/audit-event-type,ValueSet/object-lifecycle-events"
http://terminology.hl7.org/CodeSystem/location-physical-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1108",LocationType,Location type,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.  This includes several 'non physical' codes which are still considered a location.","ValueSet/location-physical-type"
http://terminology.hl7.org/CodeSystem/object-role,1.1.0,active,"2.16.840.1.113883.4.642.1.1135",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","ValueSet/object-role"
http://terminology.hl7.org/CodeSystem/observation-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/provenance-participant-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1131",ProvenanceParticipantType,Provenance participant type,"These codes define the type of participation by an agent in a provenance activity. An agent is something that bears the responsibility identified by the type of participation in the activity taking place, for the existence of an entity, or for another agent's activity. An Agent may be An agent, device, system, organization, group, care-team, or other identifiable thing.","ValueSet/provenance-agent-type"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/security-source-type,1.0.0,active,"2.16.840.1.113883.4.642.1.1137",AuditEventSourceType,Audit Event Source Type,"The type of process where the audit event originated from.","ValueSet/audit-source-type"
http://terminology.hl7.org/CodeSystem/v2-0092,3.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type,ValueSet/BRTipoDocumentoIndividuo"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/provenance-activity-type,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-PurposeOfUse"
http://terminology.hl7.org/CodeSystem/v3-DataOperation,6.0.0,active,"2.16.840.1.113883.5.1123",DataOperation,DataOperation,"**** MISSING DESCRIPTION ****","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-DocumentCompletion,4.0.0,active,"2.16.840.1.113883.5.33",DocumentCompletion,DocumentCompletion,"Identifies the current completion state of a clinical document.","ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,4.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,4.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status,ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationFunction,4.0.0,active,"2.16.840.1.113883.5.88",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,6.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/participation-role-type,ValueSet/security-role-type,ValueSet/provenance-activity-type"
http://terminology.hl7.org/CodeSystem/v3-RoleClass,5.0.0,active,"2.16.840.1.113883.5.110",RoleClass,RoleClass,"Codes for the Role class hierarchy. The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role. Roles names are derived from the name of the playing entity in that role.    The role hierarchy stems from three core concepts, or abstract domains:     *  **RoleClassOntological** is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.   *  **RoleClassPartitive** collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.   *  **RoleClassAssociative** collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:             *  **RoleClassPassive** which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.       *  **RoleClassMutualRelationship** which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may be *de facto* behavior. Thus, this sub-domain is further divided into:                     *  **RoleClassRelationshipFormal** in which the relationship is formally defined, frequently by a contract or agreement.           *  **Personal relationship** which inks two people in a personal relationship.    The hierarchy discussed above is represented In the current vocabulary tables as a set of abstract domains, with the exception of the ""Personal relationship"" which is a leaf concept.    *OpenIssue:* Description copied from Concept Domain of same name. Must be verified.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/participation-role-type,ValueSet/security-role-type,ValueSet/v3-ServiceDeliveryLocationRoleType"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-armazenamento-defensivos,0.1.0,active,,AgroSUSArmazenamentoDefensivosCS,Armazenamento de defensivos agrícolas AgroSUS,"Terminologia dos locais utilizados para armazenamento de defensivos agrícolas.","ValueSet/agrosus-local-armazenamento-defensivos"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-assistencia-tecnica,0.1.0,draft,,AgroSUSAssistenciaTecnicaCS,Assistência Técnica AgroSUS,"Códigos relacionados à assistência e à responsabilidade técnica na produção rural.","ValueSet/agrosus-instituicao-assistencia,ValueSet/agrosus-formacao-responsavel-tecnico"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-avaliacao-boas-praticas,0.1.0,active,,AgroSUSAvaliacaoBoasPraticasCS,Avaliação de boas práticas agrícolas AgroSUS,"Terminologia utilizada para avaliar o atendimento aos indicadores de boas práticas agrícolas no formulário AgroSUS.","ValueSet/agrosus-avaliacao-boas-praticas"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-capacitacao,0.1.0,draft,,AgroSUSCapacitacaoCS,Temas de Capacitação AgroSUS,"Temas abordados em capacitações sobre o uso seguro de defensivos agrícolas.","ValueSet/agrosus-temas-capacitacao"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-categoria-plano-cuidado,0.1.0,active,,AgroSUSCategoriaPlanoCuidadoCS,Categorias de Plano de Cuidado AgroSUS,"Categorias utilizadas para classificar os planos longitudinais de acompanhamento do trabalhador rural.","ValueSet/agrosus-categoria-plano-cuidado"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-classificacao-toxicologica,0.1.0,draft,,AgroSUSClassificacaoToxicologicaCS,Classificação Toxicológica de Defensivos Agrícolas,"Representação FHIR das categorias de classificação toxicológica estabelecidas pela Anvisa.","ValueSet/agrosus-classificacao-toxicologica"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-condicoes-sintomas,0.1.0,active,,AgroSUSCondicoesSintomasCS,Condições de saúde e sintomas AgroSUS,"Terminologia dos itens de condições de saúde e sintomas referidos no formulário de anamnese AgroSUS. Os códigos representam respostas do instrumento e não diagnósticos clínicos confirmados.","ValueSet/agrosus-sintoma-ultimos-30-dias,ValueSet/agrosus-condicao-saude-referida"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-destinacao-embalagens,0.1.0,active,,AgroSUSDestinacaoEmbalagensCS,Destinação de embalagens vazias AgroSUS,"Terminologia das formas de destinação de embalagens vazias de defensivos agrícolas quando não são devolvidas em local autorizado.","ValueSet/agrosus-destinacao-embalagens-nao-devolvidas"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-epi,0.1.0,active,,AgroSUSEPICS,Terminologia de equipamentos de proteção individual AgroSUS,"Terminologia para frequência de uso, armazenamento e motivos de não utilização dos equipamentos de proteção individual.","ValueSet/agrosus-frequencia-uso-epi,ValueSet/agrosus-armazenamento-epi,ValueSet/agrosus-motivo-nao-uso-epi"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-escolaridade,0.1.0,draft,,AgroSUSEscolaridadeCS,Escolaridade AgroSUS,"Categorias de escolaridade utilizadas no formulário de anamnese AgroSUS.","ValueSet/agrosus-escolaridade"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-exposicao,0.1.0,active,,AgroSUSExposicaoCS,Terminologia de exposição ocupacional AgroSUS,"Terminologia das características de frequência e forma de exposição aos defensivos agrícolas.","ValueSet/agrosus-responsavel-aplicacao,ValueSet/agrosus-via-exposicao,ValueSet/agrosus-horas-aplicacao-dia,ValueSet/agrosus-equipamento-aplicacao,ValueSet/agrosus-mes-maior-intensidade,ValueSet/agrosus-dias-aplicacao-mes"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-exposicao-familiar,0.1.0,active,,AgroSUSExposicaoFamiliarCS,Exposição familiar AgroSUS,"Terminologia para identificar familiares que auxiliam na aplicação de defensivos agrícolas.","ValueSet/agrosus-familiares-auxiliam-aplicacao"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-historico-intoxicacao,0.1.0,active,,AgroSUSHistoricoIntoxicacaoCS,Histórico de intoxicação AgroSUS,"Terminologia para registrar a quantidade autorreferida de episódios anteriores de intoxicação aguda por defensivos agrícolas.","ValueSet/agrosus-numero-intoxicacoes-agudas"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-propriedade,0.1.0,draft,,AgroSUSPropriedadeCS,Terminologia da Propriedade Rural AgroSUS,"Códigos utilizados para caracterizar propriedades rurais no formulário AgroSUS.","ValueSet/agrosus-tipo-producao,ValueSet/agrosus-situacao-posse,ValueSet/agrosus-fonte-agua,ValueSet/agrosus-atividade-agricola"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-rastreabilidade,0.1.0,active,,AgroSUSRastreabilidadeCS,Rastreabilidade das aplicações AgroSUS,"Terminologia utilizada para identificar onde são armazenados os registros das aplicações de defensivos agrícolas.","ValueSet/agrosus-armazenamento-registros"
https://jefersonrl.github.io/AgroSUS-FHIR/CodeSystem/agrosus-tipo-coleta,0.1.0,draft,,AgroSUSTipoColetaCS,Tipos de Coleta AgroSUS,"Modalidades de aplicação do formulário de anamnese ocupacional e ambiental do AgroSUS.","ValueSet/agrosus-tipo-coleta"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRAtendimentoPrestado,1.0.0,active,,BRAtendimentoPrestado,BRAtendimentoPrestado,"","ValueSet/BRAtendimentoPrestado"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCBO,1.0.0,active,,BRCBO,BRCBO,"","ValueSet/BROcupacao,ValueSet/agrosus-ocupacao-acs,ValueSet/agrosus-ocupacao-profissional-ubs"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCIAP2,1.0.0,active,,BRCIAP2,BRCIAP2,"","ValueSet/BRCIAP2"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCID10,1.0.0,active,,BRCID10,BRCID10,"","ValueSet/BRReasonEncounter,ValueSet/agrosus-intoxicacao-pesticida"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRCaraterAtendimento,1.0.0,active,,BRCaraterAtendimento,BRCaraterAtendimento,"","ValueSet/BRCaraterAtendimento"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRConselhoProfissional,1.0.0,draft,,BRConselhoProfissional,Conselhos profissionais de saúde do Brasil,"Esse CodeSystem inclui os conselhos profissionais de saúde do Brasil, conforme a Resolução CNS 251/1997.","ValueSet/BRCRF,ValueSet/BRCOREN,ValueSet/BRCRM,ValueSet/BROutrosProfissionais,ValueSet/BRCRO"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRModalidadeAssistencial,1.0.0,active,,BRModalidadeAssistencial,BRModalidadeAssistencial,"","ValueSet/BRModalidadeAssistencial"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRMotivoDesfecho,1.0.0,active,,BRMotivoDesfecho,BRMotivoDesfecho,"","ValueSet/BRMotivoDesfecho"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRProcedencia,1.0.0,active,,BRProcedencia,BRProcedencia,"","ValueSet/BRProcedencia"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRRacaCor,1.0.0,active,,BRRacaCor,BRRacaCor,"","ValueSet/BRRacaCor"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRResponsabilidadeParticipante,1.0.0,active,,BRResponsabilidadeParticipante,BRResponsabilidadeParticipante,"","ValueSet/BRResponsabilidadeParticipante"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRServicoEspecializado,1.0.0,active,,BRServicoEspecializado,BRServicoEspecializado,"","ValueSet/BRServicoEspecializado"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRSubgrupoTabelaSUS,1.0.0,active,,BRSubgrupoTabelaSUS,BRSubgrupoTabelaSUS,"","ValueSet/BRCategoriaProcedimento,ValueSet/BRSubgrupoTabelaSUS"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoEstabelecimentoSaude,1.0.0,active,,BRTipoEstabelecimentoSaude,BRTipoEstabelecimentoSaude,"","ValueSet/BRTipoEstabelecimentoSaude"
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoIdentificador,1.0.0,active,,BRTipoIdentificador,BRTipoIdentificador,"","ValueSet/BRTipoDocumentoIndividuo"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
